{' b': -9.33841, ' A': -1.2189229, ' B': -0.3510315, ' "': -8.545751, " '": -9.839435}
{' b': -9.828317, ' A': -5.8561373, ' B': -0.0031937289, ' "': -8.732888, " '": -9.808319}
{' B': -0.016672881, ' A': -4.1241746, ' "': -8.5762, " '": -9.759178, ' b': -9.903765}
{' B': -0.0075030173, ' A': -4.943055, ' "': -8.665136, " '": -9.764837, ' b': -9.845782}
{' b': -9.980845, ' A': -4.0986485, ' B': -0.017092729, ' "': -8.585074, " '": -9.715811}
{' B': -0.011065407, ' A': -4.542495, ' "': -8.623074, ' b': -9.7345705, " '": -9.782076}
{' b': -9.953728, ' A': -5.952064, ' B': -0.0029220548, ' "': -8.731165, " '": -9.860192}
{' b': -9.768997, ' A': -5.341115, ' B': -0.005196739, ' "': -8.506864, " '": -9.59069}
{' b': -9.864853, ' A': -5.846851, ' B': -0.0032265575, ' "': -8.6919565, " '": -9.804224}
{' b': -9.894627, ' A': -5.142743, ' B': -0.0062078424, ' "': -8.61416, " '": -9.756953}
{' B': -0.0034715186, ' A': -5.7696795, ' "': -8.643691, " '": -9.720291, ' b': -9.927392}
{' b': -9.884813, ' A': -5.8863344, ' B': -0.0031277756, ' "': -8.653599, " '": -9.689754}
{' b': -9.859646, ' A': -5.331963, ' B': -0.0052096792, ' "': -8.578257, " '": -9.718247}
{' B': -0.009935719, ' A': -4.650805, ' "': -8.653128, " '": -9.862569, ' b': -9.925008}
{' b': -10.05741, ' A': -3.2540333, ' B': -0.039788757, ' "': -8.430725, " '": -9.724928}
{' b': -9.7713, ' A': -4.6676564, ' B': -0.009783486, ' "': -8.689461, " '": -9.824903}
{' b': -9.682548, ' A': -2.6574633, ' B': -0.07307674, ' (': -10.281905, ' "': -8.786451}
{' B': -0.013831614, ' A': -4.3128047, ' "': -8.755181, ' b': -9.569902, " '": -10.309003}
{' B': -0.042509098, ' A': -3.1878355, ' "': -8.71216, ' b': -9.620834, ' (': -10.218365}
{' b': -9.63725, ' A': -3.8810115, ' B': -0.02118071, ' "': -8.775936, " '": -10.380834}
{' b': -9.610755, ' A': -3.9014626, ' B': -0.02076924, ' "': -8.693434, " '": -10.281704}
{' b': -9.680084, ' A': -3.1150937, ' B': -0.04575419, ' "': -8.706217, " '": -10.262393}
{' b': -9.509546, ' A': -5.5043116, ' B': -0.0043977248, ' "': -8.891507, " '": -10.327151}
{' b': -9.533154, ' A': -4.540753, ' B': -0.011051725, ' "': -8.830519, " '": -10.325709}
{' b': -9.553756, ' A': -4.9280295, ' B': -0.0075929216, ' "': -8.837796, " '": -10.336821}
{' b': -9.670238, ' A': -4.3108206, ' B': -0.013812217, ' "': -8.925323, " '": -10.478447}
{' b': -9.608685, ' A': -4.8513737, ' B': -0.008116095, ' "': -9.094565, " '": -10.647344}
{' B': -0.007171217, ' A': -4.9906363, ' "': -8.741781, ' b': -9.488139, " '": -10.222995}
{' b': -9.759978, ' A': -3.8271546, ' B': -0.022309031, ' "': -8.931373, " '": -10.512952}
{' B': -0.016527373, ' A': -4.129593, ' "': -8.846686, ' b': -9.799651, " '": -10.383122}
{' b': -9.733033, ' A': -3.0659506, ' B': -0.0480788, ' "': -8.789595, " '": -10.244026}
{' b': -9.570792, ' A': -5.4213195, ' B': -0.0047262115, ' "': -8.942195, " '": -10.3619585}
{' b': -9.565925, ' A': -6.87048, ' B': -0.001330022, ' "': -8.962146, " '": -10.350696}
{' b': -9.506175, ' A': -5.511412, ' B': -0.004385751, ' "': -8.753916, " '": -10.250278}
{' B': -0.004964291, ' A': -5.377961, ' "': -8.800787, ' b': -9.504855, " '": -10.209859}
{' b': -9.585432, ' A': -6.1637807, ' B': -0.002428876, ' "': -8.792548, " '": -10.230032}
{' b': -9.622773, ' A': -6.6832385, ' B': -0.0015371453, ' "': -8.96263, " '": -10.487609}
{' b': -9.560746, ' A': -6.8674655, ' B': -0.0013578943, ' "': -8.821622, " '": -10.222246}
{' B': -0.0047164513, ' A': -5.430333, ' "': -8.774784, ' b': -9.567242, " '": -10.360573}
{' b': -9.585874, ' A': -5.7434826, ' B': -0.003524993, ' "': -8.824503, " '": -10.320195}
{' b': -9.650806, ' A': -5.173457, ' B': -0.006009341, ' "': -8.732996, " '": -10.264862}
{' b': -9.590494, ' A': -5.443924, ' B': -0.004632913, ' "': -8.899188, " '": -10.377805}
{' b': -9.651246, ' A': -7.0575323, ' B': -0.0011646476, ' "': -8.855478, " '": -10.225142}
{' B': -0.0016023975, ' A': -6.6817575, ' "': -8.734584, ' b': -9.445893, " '": -10.176378}
{' B': -0.0012201492, ' A': -6.972247, ' "': -8.96984, ' b': -9.597928, " '": -10.474072}
{' b': -9.609133, ' A': -6.1557274, ' B': -0.0024604814, ' "': -8.710342, " '": -10.153653}
{' b': -9.589118, ' A': -6.813098, ' B': -0.0014107758, ' "': -8.850919, " '": -10.312879}
{' b': -9.566571, ' A': -7.15266, ' B': -0.0010959667, ' "': -8.860118, " '": -10.231278}
{' b': -9.551259, ' A': -6.4162836, ' B': -0.0019524841, ' "': -8.828829, " '": -10.258416}
{' b': -9.624434, ' A': -5.6086154, ' B': -0.003980651, ' "': -8.835467, " '": -10.377163}
{' b': -9.869591, ' A': -4.1883817, ' B': -0.015568014, ' "': -8.917895, " '": -10.4755535}
{' b': -9.656445, ' A': -5.504126, ' B': -0.004356894, ' "': -9.006852, " '": -10.385577}
{' B': -0.22594617, ' A': -1.6004485, ' "': -8.589859, ' b': -9.684503, " '": -9.823643}
{' b': -9.566324, ' A': -2.9858937, ' B': -0.052195176, ' "': -8.783435, " '": -9.932161}
{' B': -0.12627974, ' A': -2.1351087, ' "': -8.661699, ' b': -9.650368, " '": -9.884696}
{' b': -9.636042, ' A': -2.5995917, ' B': -0.07762117, ' "': -8.6681795, " '": -9.912182}
{' B': -0.08779711, ' A': -2.480976, ' "': -8.642476, ' b': -9.579089, " '": -9.833038}
{' b': -9.55587, ' A': -2.138928, ' B': -0.12578252, ' "': -8.625337, " '": -9.799526}
{' b': -9.627362, ' A': -3.9468126, ' B': -0.01983378, ' "': -8.906226, " '": -10.002515}
{' b': -9.5340185, ' A': -3.0793276, ' B': -0.047467638, ' "': -8.756775, " '": -9.851007}
{' b': -9.595622, ' A': -3.3134294, ' B': -0.037415046, ' "': -8.899686, " '": -9.976187}
{' b': -9.656535, ' A': -2.7023902, ' B': -0.06977444, ' "': -8.801885, " '": -9.920367}
{' B': -0.021563355, ' A': -3.8619564, ' "': -9.011323, ' b': -9.533497, " '": -10.118492}
{' b': -9.578017, ' A': -3.9112446, ' B': -0.02056637, ' "': -8.802507, " '": -9.867139}
{' b': -9.690703, ' A': -2.306946, ' B': -0.105287805, ' "': -8.73534, " '": -9.8978405}
{' b': -9.657692, ' A': -2.7416518, ' B': -0.06699614, ' "': -8.862231, " '": -9.972248}
{' B': -0.2159399, ' A': -1.6408895, ' "': -8.586155, " '": -9.810866, ' b': -9.88887}
{' b': -9.468638, ' A': -4.3279424, ' B': -0.0136307515, ' "': -8.810954, " '": -9.932612}
{' B': -0.005485155, ' A': -5.267223, ' "': -8.897512, ' b': -9.590174, " '": -10.010312}
{' b': -9.5212555, ' A': -4.191384, ' B': -0.015599072, ' "': -8.751207, " '": -9.886732}
{' B': -0.023907587, ' A': -3.7599607, ' "': -8.815305, ' b': -9.596071, " '": -9.951234}
{' b': -9.595582, ' A': -4.7375298, ' B': -0.009117576, ' "': -8.891023, " '": -9.950266}
{' b': -9.558764, ' A': -5.417565, ' B': -0.0047458564, ' "': -9.003953, " '": -10.072769}
{' b': -9.562254, ' A': -5.717778, ' B': -0.003610174, ' "': -8.893386, " '": -9.912361}
{' b': -9.61721, ' A': -3.8491504, ' B': -0.021874439, ' "': -8.783253, " '": -9.956307}
{' B': -0.012542884, ' A': -4.4118614, ' "': -8.841624, ' b': -9.5661545, " '": -9.914101}
{' b': -9.675142, ' A': -3.6782522, ' B': -0.025931608, ' "': -8.802241, " '": -9.910706}
{' b': -9.517954, ' A': -4.2824445, ' B': -0.014248521, ' "': -8.830243, " '": -9.933335}
{' b': -9.522245, ' A': -5.715333, ' B': -0.0036080198, ' "': -8.985558, " '": -10.030041}
{' b': -9.451442, ' A': -5.061001, ' B': -0.0067214877, ' "': -8.753402, " '": -9.832061}
{' b': -9.570904, ' A': -5.5921097, ' B': -0.0040440876, ' "': -8.932891, " '": -10.023858}
{' b': -9.605513, ' A': -4.924905, ' B': -0.007615201, ' "': -8.844429, " '": -9.944233}
{' B': -0.0032777465, ' A': -5.8258214, ' "': -8.877346, ' b': -9.572523, " '": -9.922114}
{' b': -9.497505, ' A': -5.7933116, ' B': -0.0033949031, ' "': -8.836968, " '": -9.815718}
{' B': -0.006039085, ' A': -5.1694894, ' "': -8.828331, ' b': -9.511816, " '": -9.940026}
{' b': -9.617983, ' A': -4.4529233, ' B': -0.012055137, ' "': -8.77061, " '": -9.903615}
{' b': -9.780045, ' A': -3.0705736, ' B': -0.047875915, ' "': -8.683704, " '": -9.922788}
{' b': -9.405302, ' A': -4.683898, ' B': -0.009619961, ' "': -8.911516, " '": -10.031378}
{' b': -9.598707, ' A': -2.1018434, ' B': -0.13077986, ' "': -8.839206, " '": -10.023569}
{' B': -0.025352802, ' A': -3.7004607, ' "': -8.922024, ' b': -9.554998, " '": -9.985439}
{' b': -9.527043, ' A': -2.7733998, ' B': -0.06485241, ' "': -8.868934, " '": -10.035839}
{' b': -9.510832, ' A': -3.388976, ' B': -0.03468245, ' "': -8.828251, " '": -9.944613}
{' b': -9.527651, ' A': -3.3194835, ' B': -0.037195902, ' "': -8.811632, " '": -9.938691}
{' b': -9.4325, ' A': -2.6013246, ' B': -0.07744842, ' "': -8.857212, " '": -10.013935}
{' b': -9.484644, ' A': -4.985134, ' B': -0.0071852054, ' "': -8.946137, " '": -9.962879}
{' b': -9.433325, ' A': -3.858431, ' B': -0.021656299, ' "': -8.965843, " '": -9.97171}
{' b': -9.511683, ' A': -4.416898, ' B': -0.01244644, ' "': -9.0521345, " '": -10.062905}
{' B': -0.030828249, ' A': -3.5049605, ' "': -8.961099, ' b': -9.573902, " '": -10.046893}
{' b': -9.498022, ' A': -4.425084, ' B': -0.012315062, ' "': -9.221891, " '": -10.27314}
{' b': -9.448219, ' A': -4.468536, ' B': -0.011867111, ' "': -8.892726, " '": -9.859228}
{' b': -9.554786, ' A': -3.180839, ' B': -0.042754546, ' "': -9.007365, " '": -10.162281}
{' b': -9.517438, ' A': -3.5288663, ' B': -0.030073745, ' "': -9.087456, " '": -10.237466}
{' B': -0.08123753, ' A': -2.5548685, ' "': -8.894125, ' b': -9.686681, " '": -10.063634}
{' b': -9.421822, ' A': -5.098272, ' B': -0.006423659, ' "': -9.0531435, " '": -10.109238}
{' b': -9.521277, ' A': -6.2034082, ' B': -0.0023228228, ' "': -9.003832, " '": -10.014577}
{' B': -0.0067564123, ' A': -5.050568, ' "': -8.873992, ' b': -9.433534, " '": -9.960935}
{' B': -0.008469907, ' A': -4.812162, ' "': -8.975291, ' b': -9.521017, " '": -10.0408945}
{' B': -0.0037453189, ' A': -5.6737123, ' "': -8.974323, ' b': -9.538051, " '": -9.903272}
{' b': -9.546003, ' A': -6.4087434, ' B': -0.0019210712, ' "': -9.132831, " '": -10.133436}
{' b': -9.51465, ' A': -6.270135, ' B': -0.0022081216, ' "': -8.924535, " '": -9.8953495}
{' b': -9.533117, ' A': -4.641659, ' B': -0.010000554, ' "': -8.919558, " '": -10.04265}
{' B': -0.0053631384, ' A': -5.2904315, ' "': -8.96769, ' b': -9.491791, " '": -9.94116}
{' b': -9.620645, ' A': -4.5411105, ' B': -0.011024003, ' "': -8.924684, " '": -9.976406}
{' b': -9.492827, ' A': -4.8985796, ' B': -0.0077892104, ' "': -8.995988, " '": -10.030036}
{' b': -9.518226, ' A': -6.3905983, ' B': -0.001964603, ' "': -9.080545, " '": -10.061149}
{' b': -9.35848, ' A': -5.721278, ' B': -0.0036406836, ' "': -8.785277, " '": -9.814267}
{' b': -9.463716, ' A': -6.4363875, ' B': -0.0019003468, ' "': -9.023805, " '": -10.083229}
{' B': -0.003234152, ' A': -5.8433385, ' "': -8.834566, ' b': -9.463068, " '": -9.906622}
{' b': -9.531354, ' A': -6.4492326, ' B': -0.0018930028, ' "': -8.944883, " '": -9.931417}
{' B': -0.002079875, ' A': -6.3412023, ' "': -8.940467, ' b': -9.489633, " '": -9.902091}
{' B': -0.0037244384, ' A': -5.680806, ' "': -8.936116, ' b': -9.504834, " '": -10.024762}
{' b': -9.533856, ' A': -4.9817066, ' B': -0.0072116815, ' "': -8.858175, " '": -9.905315}
{' b': -9.785901, ' A': -3.3779144, ' B': -0.035023134, ' "': -8.887864, " '": -10.120834}
{' b': -9.363718, ' A': -5.360392, ' B': -0.0050089816, ' "': -9.100531, " '": -10.172741}
{' b': -9.878627, ' A': -1.6326416, ' B': -0.21785814, ' (': -10.06261, ' "': -8.863602}
{' b': -9.733824, ' A': -3.443637, ' B': -0.032772996, ' "': -9.031664, " '": -10.218504}
{' b': -9.741968, ' A': -2.4516683, ' B': -0.09047178, ' (': -9.983214, ' "': -8.83971}
{' B': -0.049449146, ' A': -3.0381882, ' "': -8.905473, ' b': -9.77214, " '": -10.041743}
{' B': -0.045444384, ' A': -3.1211317, ' "': -8.861384, ' b': -9.778717, " '": -10.046873}
{' b': -9.72594, ' A': -2.3858614, ' B': -0.09688865, ' "': -8.897572, " '": -10.035615}
{' b': -9.622317, ' A': -4.913837, ' B': -0.0076538823, ' "': -9.125715, " '": -10.22857}
{' b': -9.646027, ' A': -3.777373, ' B': -0.023442224, ' "': -9.081073, " '": -10.211414}
{' b': -9.671998, ' A': -4.3305826, ' B': -0.0135128135, ' "': -9.207157, " '": -10.318364}
{' B': -0.040255263, ' A': -3.2399945, ' "': -9.0186405, ' b': -9.829581, " '": -10.137225}
{' b': -9.726864, ' A': -4.221668, ' B': -0.015021857, ' "': -9.33557, " '": -10.525734}
{' b': -9.616322, ' A': -4.485386, ' B': -0.011640713, ' "': -8.990761, " '": -10.129056}
{' B': -0.053654496, ' A': -2.9573712, ' "': -9.053, ' b': -9.807912, " '": -10.265165}
{' b': -9.833941, ' A': -3.318998, ' B': -0.037130326, ' "': -9.163059, " '": -10.360516}
{' b': -9.968768, ' A': -1.9771252, ' B': -0.14942735, ' "': -8.849182, " '": -10.079971}
{' b': -9.638441, ' A': -4.9556994, ' B': -0.007325997, ' "': -9.221501, " '": -10.28855}
{' B': -0.0022824984, ' A': -6.1967416, ' "': -9.244162, ' b': -9.702344, " '": -10.37338}
{' b': -9.655857, ' A': -4.770398, ' B': -0.008813022, ' "': -8.966581, " '": -10.121429}
{' b': -9.700867, ' A': -4.803182, ' B': -0.0085065765, ' "': -9.10489, " '": -10.281921}
{' b': -9.739128, ' A': -5.5340414, ' B': -0.004246989, ' "': -8.973015, " '": -10.05156}
{' b': -9.817995, ' A': -6.269717, ' B': -0.0021283177, ' "': -9.2810545, " '": -10.3428755}
{' b': -9.736892, ' A': -6.423116, ' B': -0.0018782527, ' "': -9.155375, " '": -10.256836}
{' b': -9.788822, ' A': -4.5809746, ' B': -0.010579885, ' "': -9.009762, " '": -10.114862}
{' b': -9.675847, ' A': -5.1879826, ' B': -0.005861363, ' "': -9.159585, " '": -10.3027315}
{' b': -9.855454, ' A': -4.3188257, ' B': -0.013684287, ' "': -9.003457, " '": -10.115533}
{' B': -0.007231372, ' A': -4.969027, ' "': -9.19128, ' b': -9.687881, " '": -10.362299}
{' b': -9.819907, ' A': -6.4104915, ' B': -0.0018983766, ' "': -9.136446, " '": -10.219994}
{' b': -9.670782, ' A': -5.7815, ' B': -0.0033839573, ' "': -8.961563, " '": -10.044808}
{' b': -9.771987, ' A': -6.426754, ' B': -0.0018769387, ' "': -9.121764, " '": -10.212893}
{' b': -9.778756, ' A': -5.522693, ' B': -0.004281884, ' "': -8.998201, " '": -10.117454}
{' b': -9.835283, ' A': -6.401055, ' B': -0.0019234602, ' "': -9.089659, " '": -10.183262}
{' b': -9.755688, ' A': -6.1597414, ' B': -0.0023945195, ' "': -9.016547, " '": -10.081722}
{' b': -9.7271805, ' A': -5.649011, ' B': -0.0038083792, ' "': -9.015166, " '": -10.128289}
{' b': -9.677065, ' A': -5.0701504, ' B': -0.006585883, ' "': -9.019149, " '": -10.194413}
{' b': -9.983587, ' A': -3.3658116, ' B': -0.03541328, ' "': -9.062243, " '": -10.380926}
{' b': -9.695202, ' A': -5.104279, ' B': -0.006333022, ' "': -9.317413, " '": -10.35981}
{' A': -2.0925207, ' B': -0.13214004, ' (': -10.090591, ' "': -8.487798, " '": -9.793967}
{' b': -10.230569, ' A': -3.5307562, ' B': -0.030075157, ' "': -8.6536665, " '": -9.848747}
{' A': -2.7161121, ' B': -0.06882089, ' (': -10.111727, ' "': -8.599568, " '": -9.828532}
{' b': -10.249935, ' A': -3.1129816, ' B': -0.04587362, ' "': -8.563802, " '": -9.76724}
{' b': -10.232449, ' A': -3.402359, ' B': -0.034252435, ' "': -8.519932, " '": -9.705612}
{' b': -10.2568655, ' A': -2.7431552, ' B': -0.066946946, ' "': -8.504576, " '": -9.718725}
{' b': -10.310525, ' A': -4.606201, ' B': -0.010353472, ' "': -8.7621155, " '": -9.885427}
{' B': -0.02123386, ' A': -3.8792868, ' "': -8.654675, " '": -9.823098, ' b': -10.166099}
{' b': -10.216403, ' A': -4.2581244, ' B': -0.014548507, ' "': -8.85865, " '": -9.978796}
{' b': -10.245043, ' A': -3.5120254, ' B': -0.03063138, ' "': -8.706006, " '": -9.892329}
{' b': -10.239423, ' A': -4.1227326, ' B': -0.016619304, ' "': -8.872389, " '": -10.127404}
{' b': -10.117643, ' A': -4.504396, ' B': -0.01145168, ' "': -8.716235, " '": -9.8611555}
{' b': -10.350162, ' A': -3.1306214, ' B': -0.045019504, ' "': -8.700866, " '": -9.917732}
{' b': -10.311512, ' A': -3.4523952, ' B': -0.032501858, ' "': -8.761675, " '": -9.947685}
{' A': -2.3892872, ' B': -0.09658, ' (': -10.426943, ' "': -8.549308, " '": -9.804788}
{' b': -10.185801, ' A': -4.875649, ' B': -0.007969183, ' "': -8.754669, " '": -9.927531}
{' b': -10.250058, ' A': -5.988704, ' B': -0.002806747, ' "': -8.811299, " '": -9.963183}
{' B': -0.0074179843, ' A': -4.9517365, ' "': -8.709706, " '": -9.919736, ' b': -10.17483}
{' b': -10.239372, ' A': -4.6422114, ' B': -0.009991826, ' "': -8.7701845, " '": -9.977411}
{' b': -10.30786, ' A': -5.2085004, ' B': -0.005797573, ' "': -8.7164, " '": -9.8407755}
{' b': -10.22451, ' A': -6.06095, ' B': -0.0026099943, ' "': -8.906066, " '": -10.044405}
{' b': -10.21741, ' A': -6.3236537, ' B': -0.0020883575, ' "': -8.814584, " '": -9.930316}
{' b': -10.256096, ' A': -4.8099594, ' B': -0.008480665, ' "': -8.780703, " '": -10.020029}
{' B': -0.007728781, ' A': -4.907448, ' "': -8.75115, " '": -9.876782, ' b': -10.274758}
{' B': -0.014563205, ' A': -4.257897, ' "': -8.725063, " '": -9.908655, ' b': -10.383578}
{' b': -10.231404, ' A': -4.8380804, ' B': -0.008260322, ' "': -8.772296, " '": -9.961647}
{' b': -10.311048, ' A': -6.4057283, ' B': -0.0019408382, ' "': -8.839103, " '": -9.927553}
{' B': -0.0034392185, ' A': -5.781645, ' "': -8.612978, " '": -9.70003, ' b': -10.151754}
{' b': -10.287244, ' A': -6.111754, ' B': -0.0025189226, ' "': -8.788022, " '": -9.881944}
{' b': -10.301129, ' A': -5.5506396, ' B': -0.0042092176, ' "': -8.71047, " '": -9.830703}
{' b': -10.276533, ' A': -6.2084737, ' B': -0.0023353114, ' "': -8.708244, " '": -9.796161}
{' B': -0.002620094, ' A': -6.075579, ' "': -8.720526, " '": -9.792126, ' b': -10.255863}
{' b': -10.268715, ' A': -5.5641804, ' B': -0.004166241, ' "': -8.681692, " '": -9.80784}
{' b': -10.261315, ' A': -5.0979056, ' B': -0.0064450745, ' "': -8.716659, " '": -9.909303}
{' b': -10.5663, ' A': -3.4437578, ' B': -0.032781556, ' "': -8.701273, " '": -10.048661}
{' b': -10.315832, ' A': -4.799102, ' B': -0.008544145, ' "': -8.925073, " '": -10.061708}
{' A': -1.5553775, ' B': -0.2375827, ' (': -9.891642, ' "': -8.841138, " '": -10.026656}
{' b': -9.971259, ' A': -3.1536198, ' B': -0.043945614, ' "': -9.002264, " '": -10.14987}
{' b': -9.945431, ' A': -2.3462863, ' B': -0.10098806, ' (': -9.974794, ' "': -8.914806}
{' b': -9.874229, ' A': -2.8996794, ' B': -0.056946047, ' "': -8.960527, " '": -10.059376}
{' B': -0.061639126, ' A': -2.822244, ' "': -8.944303, ' b': -9.874711, " '": -10.16503}
{' b': -9.969948, ' A': -2.2869945, ' B': -0.107448205, ' (': -10.1582365, ' "': -8.995667}
{' b': -9.841679, ' A': -4.48455, ' B': -0.01164433, ' "': -9.033632, " '": -10.052912}
{' b': -9.858819, ' A': -3.3739352, ' B': -0.03515765, ' "': -9.042407, " '": -10.082923}
{' B': -0.023833422, ' A': -3.759885, ' "': -9.1624365, ' b': -9.974294, " '": -10.161432}
{' b': -9.988271, ' A': -2.9755845, ' B': -0.052671995, ' "': -9.0146675, " '": -10.126091}
{' b': -9.882861, ' A': -3.8350542, ' B': -0.022084948, ' "': -9.292233, " '": -10.402898}
{' b': -9.842293, ' A': -4.033881, ' B': -0.018165097, ' "': -8.990834, " '": -9.992647}
{' b': -10.066156, ' A': -2.5223782, ' B': -0.0839838, ' "': -9.053445, " '": -10.20852}
{' B': -0.05591044, ' A': -2.9166663, ' "': -9.156377, ' b': -9.995506, ' (': -10.369579}
{' b': -10.075107, ' A': -2.062353, ' B': -0.13635424, ' "': -8.974479, " '": -10.086597}
{' b': -9.848015, ' A': -4.3704534, ' B': -0.012997539, ' "': -9.08489, " '": -10.258125}
{' b': -9.850764, ' A': -5.6085677, ' B': -0.003959049, ' "': -9.00565, " '": -10.110822}
{' B': -0.01012374, ' A': -4.6257987, ' "': -9.051682, ' b': -9.842157, " '": -10.131471}
{' b': -9.9415245, ' A': -4.3932724, ' B': -0.012709063, ' "': -9.106253, " '": -10.155097}
{' b': -9.939008, ' A': -5.1041636, ' B': -0.006357075, ' "': -9.0596285, " '": -10.148311}
{' b': -9.9464, ' A': -5.8588266, ' B': -0.0030892706, ' "': -9.315335, " '": -10.313813}
{' b': -9.898086, ' A': -5.8945417, ' B': -0.0030285267, ' "': -9.06342, " '": -10.029949}
{' b': -9.964293, ' A': -4.213778, ' B': -0.015175918, ' "': -9.026281, " '": -10.265956}
{' B': -0.0103114955, ' A': -4.60591, ' "': -9.09736, ' b': -9.949045, " '": -10.112504}
{' b': -10.022341, ' A': -3.6236882, ' B': -0.027329406, ' "': -9.0156765, " '": -10.122564}
{' B': -0.010568561, ' A': -4.581297, ' "': -9.062289, ' b': -9.904688, " '": -10.189471}
{' b': -9.886716, ' A': -6.3604174, ' B': -0.0019986487, ' "': -9.094529, " '": -10.066958}
{' b': -9.793892, ' A': -5.3147826, ' B': -0.005248567, ' "': -8.847833, " '": -10.055027}
{' B': -0.0022948652, ' A': -6.201999, ' "': -9.123218, ' b': -9.835933, " '": -10.137568}
{' b': -9.935101, ' A': -5.401347, ' B': -0.0048059262, ' "': -8.992484, " '": -10.057678}
{' b': -9.896378, ' A': -5.998018, ' B': -0.0027733322, ' "': -9.016923, " '": -10.01508}
{' b': -9.860688, ' A': -5.935975, ' B': -0.0029292882, ' "': -9.028552, " '": -10.005343}
{' b': -9.80889, ' A': -5.570841, ' B': -0.004091667, ' "': -9.062391, " '": -10.164085}
{' B': -0.009123953, ' A': -4.732177, ' "': -9.023942, ' b': -9.961933, " '": -10.077061}
{' B': -0.053938486, ' A': -2.951979, ' "': -9.00525, " '": -10.195482, ' b': -10.233315}
{' b': -9.916986, ' A': -4.47005, ' B': -0.011769589, ' "': -9.184495, " '": -10.293302}
{' b': -9.299869, ' A': -1.9808658, 'B': -10.398097, ' B': -0.14878114, ' "': -9.3207245}
{' b': -9.102579, ' A': -3.3347058, 'B': -10.497322, ' B': -0.036560886, ' "': -9.442326}
{' B': -0.10266213, ' A': -2.330247, ' b': -9.150745, ' "': -9.343152, 'B': -10.447348}
{' b': -9.173597, ' A': -2.9163744, 'B': -10.440962, ' B': -0.055948764, ' "': -9.358349}
{' b': -9.204031, ' A': -2.382147, 'B': -10.448388, ' B': -0.097215876, ' "': -9.315699}
{' b': -9.133977, ' A': -2.4760265, 'B': -10.462177, ' B': -0.08814058, ' "': -9.342917}
{' b': -9.054608, ' A': -4.2121806, 'B': -10.529447, ' B': -0.015195283, ' "': -9.511843}
{' b': -9.074522, ' A': -3.4435737, 'B': -10.439765, ' B': -0.032753967, ' "': -9.489785}
{' b': -9.164215, ' A': -3.3371089, 'B': -10.460965, ' B': -0.036449667, ' "': -9.571944}
{' B': -0.06243873, ' A': -2.8087194, ' b': -9.300804, ' "': -9.54079, 'B': -10.4741745}
{' B': -0.01856074, ' A': -4.0091267, ' b': -9.088876, ' "': -9.7214775, 'B': -10.56157}
{' B': -0.026318217, ' A': -3.660788, ' b': -9.094339, ' "': -9.507786, 'B': -10.5313635}
{' b': -9.319116, ' A': -2.026102, 'B': -10.4025135, ' B': -0.14171208, ' "': -9.396592}
{' b': -9.286298, ' A': -2.8558066, 'B': -10.506903, ' B': -0.059488744, ' "': -9.568999}
{' b': -9.57838, ' A': -1.3195175, 'A': -10.398991, ' B': -0.31136557, ' "': -9.289614}
{' b': -8.928048, ' A': -4.4676714, 'B': -10.553938, ' B': -0.011823082, ' "': -9.49914}
{' b': -9.02118, ' A': -5.664523, 'B': -10.63682, ' B': -0.0037340098, ' "': -9.512019}
{' b': -9.020629, ' A': -4.7847133, 'B': -10.633817, ' B': -0.008664808, ' "': -9.43373}
{' b': -9.177825, ' A': -3.9047575, 'B': -10.557615, ' B': -0.020600503, ' "': -9.584096}
{' b': -9.101684, ' A': -5.095703, 'B': -10.644024, ' B': -0.006397685, ' "': -9.492562}
{' b': -9.095984, ' A': -5.892806, 'B': -10.678909, ' B': -0.0029860202, ' "': -9.8301325}
{' B': -0.0047223787, ' A': -5.40748, ' b': -9.148221, ' "': -9.676299, 'B': -10.750521}
{' b': -9.167934, ' A': -3.8836555, 'B': -10.609486, ' B': -0.021026634, ' "': -9.701337}
{' B': -0.0096282065, ' A': -4.6728206, ' b': -9.179042, ' "': -9.595474, 'B': -10.629063}
{' b': -9.2758465, ' A': -3.4171689, 'B': -10.594795, ' B': -0.033587605, ' "': -9.682359}
{' b': -9.0778675, ' A': -4.756334, 'B': -10.577717, ' B': -0.008889931, ' "': -9.547859}
{' b': -9.198217, ' A': -6.0066724, 'B': -10.700421, ' B': -0.002684399, ' "': -9.735275}
{' B': -0.006713807, ' A': -5.049877, ' b': -8.971171, ' "': -9.3912325, 'B': -10.608473}
{' B': -0.00347451, ' A': -5.7325945, ' b': -9.120233, ' "': -9.666934, 'B': -10.78084}
{' B': -0.0077339476, ' A': -4.899694, ' b': -9.064044, ' "': -9.481275, 'B': -10.725772}
{' b': -9.134489, ' A': -5.7621403, 'B': -10.645922, ' B': -0.0033915532, ' "': -9.562044}
{' b': -9.027026, ' A': -5.7054625, 'B': -10.678382, ' B': -0.0035985094, ' "': -9.477648}
{' B': -0.0061296374, ' A': -5.13828, ' b': -9.110583, ' "': -9.553507, 'B': -10.73823}
{' b': -9.198627, ' A': -4.1666408, 'B': -10.658552, ' B': -0.0158669, ' "': -9.572164}
{' B': -0.06578871, ' A': -2.757973, ' b': -9.363705, ' "': -9.408976, 'B': -10.503337}
{' b': -9.029266, ' A': -4.9555445, 'B': -10.559891, ' B': -0.007319872, ' "': -9.68997}
